timestamp,token_count,trial_number,accuracy,tops_used,parameter_efficiency,parameter_efficiency_loss,parameter_perplexity,epochs,power_samples,watts_rms
2025-12-08T18:38:26.017449,2000000,1,0.2251,,1.2975004227933062e-11,0.9974049992,4.03909506584e-09,3,151,179.15730915720502
2025-12-08T21:09:21.219840,2000000,2,0.2109,,1.221069956054721e-11,0.9975578601,4.31053767177e-09,3,151,178.362100411732
2025-12-08T23:40:16.303942,2000000,3,0.2155,,1.2459075098178698e-11,0.997508185,4.21899624371e-09,3,151,178.61914858587545
2025-12-09T02:11:06.317708,2000000,4,0.2131,,1.2293760385882208e-11,0.9975412479,4.26599417649e-09,3,151,179.00503611062703
2025-12-09T04:41:56.387049,2000000,5,0.2248,,1.3023441605169383e-11,0.9973953117,4.04309488991e-09,3,151,178.25309688563024
2025-12-09T07:12:47.069659,2000000,6,0.2114,,1.2241286520183393e-11,0.9975517427,4.29999268105e-09,3,151,178.33823485506002
2025-12-09T09:43:35.615154,2000000,7,0.224,,1.2990951451564577e-11,0.9974018097,4.05782151488e-09,3,151,178.06296575406253
2025-12-09T12:14:25.225659,2000000,8,0.2079,,1.203844260325132e-11,0.9975923115,4.37226222951e-09,3,151,178.34080672890101
2025-12-09T14:45:15.985660,2000000,9,0.2244,,1.3060486549788059e-11,0.9973879027,4.05145815841e-09,3,151,177.4312206515173
2025-12-09T17:16:07.413718,2000000,10,0.2028,,1.1753909842808517e-11,0.997649218,4.48362096771e-09,3,151,178.17720395121867
2025-12-09T19:47:04.223310,2000000,11,0.2171,,1.2518231449565561e-11,0.9974963537,4.18654312572e-09,3,151,179.0949707898167
2025-12-09T22:17:59.446669,2000000,12,0.2097,,1.2109341847880542e-11,0.9975781316,4.33417299579e-09,3,151,178.83167112817767
2025-12-10T00:48:48.068132,2000000,13,0.2181,,1.2580607768000514e-11,0.9974838784,4.16808939197e-09,3,151,179.02784633556217
2025-12-10T03:19:39.698836,2000000,14,0.2126,,1.228568471106388e-11,0.9975428631,4.2766300723e-09,3,151,178.70242189955965
2025-12-10T05:50:32.956505,2000000,15,0.2121,,1.2256586482264864e-11,0.9975486827,4.28644782228e-09,3,151,178.70540109043722
2025-12-10T08:21:21.280736,2000000,16,0.216,,1.2509713841913058e-11,0.9974980572,4.20808763263e-09,3,151,178.30885851116957
2025-12-10T10:52:10.102018,2000000,17,0.2156,,1.2512909845858927e-11,0.997497418,4.21645090113e-09,3,151,177.9331982313245
2025-12-10T13:23:02.913646,2000000,18,0.2178,,1.2646268620732419e-11,0.9974707463,4.17327098223e-09,3,151,177.85333652181058
2025-12-10T15:53:59.945853,2000000,19,0.2182,,1.273228422341783e-11,0.9974535432,4.16581676466e-09,3,151,176.97624060283886
2025-12-10T18:24:56.075398,2000000,20,0.2292,,1.3340136808418953e-11,0.9973319726,3.96573465627e-09,3,151,177.42747571566937
2025-12-10T20:55:46.461496,2000000,21,0.2212,,1.2854059796235408e-11,0.997429188,4.10927379718e-09,3,151,177.70978880219064
2025-12-10T23:26:34.841588,2000000,22,0.2155,,1.2544554970938397e-11,0.997491089,4.21772357242e-09,3,151,177.4020195502948
2025-12-11T01:57:26.861430,2000000,23,0.2153,,1.2516116030000968e-11,0.9974967768,4.22126887102e-09,3,151,177.6400935542059
2025-12-11T04:28:20.334522,2000000,24,0.2171,,1.2621789471660519e-11,0.9974756421,4.18754308174e-09,3,151,177.6255499138157
2025-12-11T06:59:11.747955,2000000,25,0.2148,,1.2496039555729822e-11,0.9975007921,4.23226838721e-09,3,151,177.5122912634204
2025-12-11T09:30:01.439459,2000000,26,0.2217,,1.28887266519201e-11,0.9974222547,4.10009238285e-09,3,151,177.63241650775376
2025-12-11T12:00:52.979920,2000000,27,0.2186,,1.2742261036359474e-11,0.9974515478,4.15799892671e-09,3,151,177.16184883552438
2025-12-11T14:31:48.140014,2000000,28,0.2114,,1.2323529525846852e-11,0.9975352941,4.29962906068e-09,3,151,177.14806669516446
2025-12-11T17:02:42.826088,2000000,29,0.2181,,1.2708208083020948e-11,0.9974583584,4.16854391743e-09,3,151,177.23026720870098
2025-12-11T19:33:35.089250,2000000,30,0.2105,,1.2273002187871916e-11,0.9975453996,4.31944637082e-09,3,151,177.12009339205963
2025-12-11T22:04:30.247163,2000000,31,0.2119,,1.2319004831017008e-11,0.997536199,4.29044764635e-09,3,151,177.63227384274245
2025-12-12T00:35:22.008948,2000000,32,0.2008,,1.169273026580136e-11,0.9976614539,4.5280735579e-09,3,151,177.34311039024723
2025-12-12T03:06:16.605559,2000000,33,0.2089,,1.2188737281944901e-11,0.9975622525,4.35144496335e-09,3,151,176.98899682713096
2025-12-12T05:37:02.113344,2000000,34,0.2221,,1.2964175206013326e-11,0.997407165,4.09372902638e-09,3,151,176.91726252076438
2025-12-12T08:07:47.316215,2000000,35,0.216,,1.2639387868667581e-11,0.9974721224,4.2083603479e-09,3,151,176.47949557608123
2025-12-12T10:38:32.114472,2000000,36,0.2036,,1.1884961356904675e-11,0.9976230077,4.46562175942e-09,3,151,176.9076215685643
2025-12-12T13:09:20.152396,2000000,37,0.2111,,1.2296175829111741e-11,0.9975407648,4.30708327826e-09,3,151,177.29019291136683
2025-12-12T15:40:09.836927,2000000,38,0.2155,,1.2583511555193007e-11,0.9974832977,4.21908714881e-09,3,151,176.8528106358168
2025-12-12T18:10:59.081541,2000000,39,0.2149,,1.2515079956569999e-11,0.997496984,4.23008666499e-09,3,151,177.32473965862744
2025-12-12T20:41:48.698268,2000000,40,0.2088,,1.2171118042960539e-11,0.9975657764,4.35344487538e-09,3,151,177.16036395836662
2025-12-12T23:12:39.004238,2000000,41,0.2114,,1.2330950887935347e-11,0.9975338098,4.29917453522e-09,3,151,177.04145042865187
2025-12-13T01:43:27.777262,2000000,42,0.1975,,1.1529121290208595e-11,0.9976941757,4.60334297441e-09,3,151,176.90391157406694
2025-12-13T04:14:15.067501,2000000,43,0.2243,,1.3164735879176995e-11,0.9973670528,4.05218539915e-09,3,151,175.94772961952336
2025-12-13T06:45:03.265722,2000000,44,0.2,,1.1690859593984813e-11,0.9976618281,4.54498190509e-09,3,151,176.6648280128258
2025-12-13T09:15:45.760602,2000000,45,0.2168,,1.2638698316939846e-11,0.9974722603,4.19272467201e-09,3,151,177.14278750131234
2025-12-13T11:46:36.192113,2000000,46,0.2049,,1.195988539474536e-11,0.9976080229,4.43671394003e-09,3,151,176.9218550422457
2025-12-13T14:17:27.387187,2000000,47,0.2075,,1.2114586542429238e-11,0.9975770827,4.38108002348e-09,3,151,176.87890797755148
2025-12-13T16:48:11.589934,2000000,48,0.2074,,1.209376806735338e-11,0.9975812464,4.3831708406e-09,3,151,177.0980015861499
2025-12-13T19:19:00.949454,2000000,49,0.2039,,1.1888890274314339e-11,0.9976222219,4.45934930804e-09,3,151,177.10974220888588
2025-12-13T21:49:49.705916,2000000,50,0.2236,,1.3004817252509072e-11,0.9973990365,4.06463939681e-09,3,151,177.55548357191606
